GNPSLinkout_Cluster,GNPSLinkout_Network,LibraryID,MQScore,RTConsensus,RTMean,RTStdErr,SpectrumID,SumPeakIntensity,UniqueFileSourcesCount,cluster index,componentindex,number of spectra,parent mass,precursor charge,precursor mass,sum(precursor intensity),INCHI
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""129"",""main.cluster index_upperinput"":""129""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=446&task=818684bc2ef44996a6257df861bb9695&show=true,N-.alpha.-Acetyl-L-ornithine,0.933435,11.6664,11.6664,0,CCMSLIB00003185187,61331.57089,172,129,446,172,175.1079,1,175.1079,61331.57089,"InChI=1S/C7H14N2O3/c1-5(10)9-6(7(11)12)3-2-4-8/h6H,2-4,8H2,1H3,(H,9,10)(H,11,12)/t6-/m0/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""16539"",""main.cluster index_upperinput"":""16539""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=446&task=818684bc2ef44996a6257df861bb9695&show=true,N-.alpha.-Acetyl-L-ornithine,0.931892,11.7594,11.7594,0,CCMSLIB00003185187,51376.65425,172,16539,446,172,175.1079,1,175.1079,51376.65425,"InChI=1S/C7H14N2O3/c1-5(10)9-6(7(11)12)3-2-4-8/h6H,2-4,8H2,1H3,(H,9,10)(H,11,12)/t6-/m0/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""36667"",""main.cluster index_upperinput"":""36667""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=5&task=818684bc2ef44996a6257df861bb9695&show=true,CAFFEATE,0.931371,4.2069,4.2069,0,CCMSLIB00000578059,1040.528176,149,36667,5,149,181.01,1,181.01,1040.528176,N/A
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""2239"",""main.cluster index_upperinput"":""2239""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1466&task=818684bc2ef44996a6257df861bb9695&show=true,His-Pro,0.930171,2.3788,2.3788,0,CCMSLIB00003213262,17366.10877,172,2239,1466,172,235.119,1,235.119,17366.10877,"InChI=1S/C11H16N4O3/c12-8(4-7-5-13-6-14-7)10(16)15-3-1-2-9(15)11(17)18/h5-6,8-9H,1-4,12H2,(H,13,14)(H,17,18)/t8-,9-/m0/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""30653"",""main.cluster index_upperinput"":""30653""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=78&task=818684bc2ef44996a6257df861bb9695&show=true,Glycerol trioleate,0.929807,1.3312,1.3312,0,CCMSLIB00003710771,390.2050307,34,30653,78,34,603.5357,1,603.5357,390.2050307,"InChI=1S/C57H104O6/c1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-46-49-55(58)61-52-54(63-57(60)51-48-45-42-39-36-33-30-27-24-21-18-15-12-9-6-3)53-62-56(59)50-47-44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h25-30,54H,4-24,31-53H2,1-3H3/b28-25-,29-26-,30-27-"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""287"",""main.cluster index_upperinput"":""287""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=804&task=818684bc2ef44996a6257df861bb9695&show=true,"1,6-Anhydro-2,3-O-isopropylidene-.beta.-D-mannopyranose",0.929787,8.2329,8.2329,0,CCMSLIB00003459643,17784.74064,172,287,804,172,127.0392,1,127.0392,17784.74064,"InChI=1S/C9H14O5/c1-9(2)13-6-5(10)4-3-11-8(12-4)7(6)14-9/h4-8,10H,3H2,1-2H3/t4-,5-,6+,7+,8-/m1/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""27232"",""main.cluster index_upperinput"":""27232""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=71&task=818684bc2ef44996a6257df861bb9695&show=true,2'-O-Methyladenosine,0.929294,1.5811,1.5811,0,CCMSLIB00003369937,3567.631562,172,27232,71,172,282.12,1,282.12,3567.631562,"InChI=1S/C11H15N5O4/c1-19-8-7(18)5(2-17)20-11(8)16-4-15-6-9(12)13-3-14-10(6)16/h3-5,7-8,11,17-18H,2H2,1H3,(H2,12,13,14)/t5-,7-,8-,11-/m1/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""36621"",""main.cluster index_upperinput"":""36621""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=133&task=818684bc2ef44996a6257df861bb9695&show=true,Pro-Arg,0.929152,17.2435,17.2435,0,CCMSLIB00003730839,1362.959775,172,36621,133,172,272.1722,1,272.1722,1362.959775,"InChI=1S/C11H21N5O3/c12-11(13)15-6-2-4-8(10(18)19)16-9(17)7-3-1-5-14-7/h7-8,14H,1-6H2,(H,16,17)(H,18,19)(H4,12,13,15)/t7-,8-/m0/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""80036"",""main.cluster index_upperinput"":""80036""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=78&task=818684bc2ef44996a6257df861bb9695&show=true,"Spectral Match to 1,2-Dipalmitoleoyl-sn-glycero-3-phosphoethanolamine from NIST14",0.927913,5.0205,5.0205,0,CCMSLIB00003139099,810.2546319,142,80036,78,142,688.4914,1,688.4914,810.2546319,N/A
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""64775"",""main.cluster index_upperinput"":""64775""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=574&task=818684bc2ef44996a6257df861bb9695&show=true,Spectral Match to .beta.-D-Glucose from NIST14,0.927238,8.4746,8.4746,0,CCMSLIB00003134489,5661.733945,169,64775,574,169,383.1169,1,383.1169,5661.733945,N/A
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""1779"",""main.cluster index_upperinput"":""1779""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=343&task=818684bc2ef44996a6257df861bb9695&show=true,N-Acetylmuramic Acid,0.926474,8.4389,8.4389,0,CCMSLIB00004720651,19169.43368,172,1779,343,172,316.101,1,316.101,19169.43368,"InChI=1S/C11H19NO8/c1-4(10(16)17)19-9-7(12-5(2)14)11(18)20-6(3-13)8(9)15/h4,6-9,11,13,15,18H,3H2,1-2H3,(H,12,14)(H,16,17)/t4-,6-,7-,8-,9-,11+/m1/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""18322"",""main.cluster index_upperinput"":""18322""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1242&task=818684bc2ef44996a6257df861bb9695&show=true,Pyridoxal,0.926087,1.2054,1.2054,0,CCMSLIB00003315003,5711.56156,172,18322,1242,172,150.055,1,150.055,5711.56156,"InChI=1S/C8H9NO3/c1-5-8(12)7(4-11)6(3-10)2-9-5/h2,4,10,12H,3H2,1H3"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""12196"",""main.cluster index_upperinput"":""12196""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=71&task=818684bc2ef44996a6257df861bb9695&show=true,2'-O-Methyladenosine,0.925333,1.6757,1.6757,0,CCMSLIB00003369935,4661.292124,172,12196,71,172,282.1199,1,282.1199,4661.292124,"InChI=1S/C11H15N5O4/c1-19-8-7(18)5(2-17)20-11(8)16-4-15-6-9(12)13-3-14-10(6)16/h3-5,7-8,11,17-18H,2H2,1H3,(H2,12,13,14)/t5-,7-,8-,11-/m1/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""13202"",""main.cluster index_upperinput"":""13202""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=333&task=818684bc2ef44996a6257df861bb9695&show=true,Phe-Ile,0.924141,5.2389,5.2389,0,CCMSLIB00003737082,4218.354986,172,13202,333,172,279.1708,1,279.1708,4218.354986,"InChI=1S/C15H22N2O3/c1-3-10(2)13(15(19)20)17-14(18)12(16)9-11-7-5-4-6-8-11/h4-8,10,12-13H,3,9,16H2,1-2H3,(H,17,18)(H,19,20)/t10-,12-,13-/m0/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""59270"",""main.cluster index_upperinput"":""59270""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1117&task=818684bc2ef44996a6257df861bb9695&show=true,N-Acetyl-L-glutamine,0.922976,8.5968,8.5968,0,CCMSLIB00003385734,42894.31473,172,59270,1117,172,211.0691,1,211.0691,42894.31473,"InChI=1S/C7H12N2O4/c1-4(10)9-5(7(12)13)2-3-6(8)11/h5H,2-3H2,1H3,(H2,8,11)(H,9,10)(H,12,13)/t5-/m0/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""22927"",""main.cluster index_upperinput"":""22927""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=289&task=818684bc2ef44996a6257df861bb9695&show=true,5-Amino-1-.beta.-D-ribofuranosyl-1H-imidazole-4-carboxamide,0.922556,5.6167,5.6167,0,CCMSLIB00003330030,3970.014414,172,22927,289,172,259.106,1,259.106,3970.014414,"InChI=1S/C9H14N4O5/c10-7-4(8(11)17)12-2-13(7)9-6(16)5(15)3(1-14)18-9/h2-3,5-6,9,14-16H,1,10H2,(H2,11,17)/t3-,5-,6-,9-/m1/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""27202"",""main.cluster index_upperinput"":""27202""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=343&task=818684bc2ef44996a6257df861bb9695&show=true,N-Acetylmuramic Acid,0.919839,8.4524,8.4524,0,CCMSLIB00004720651,17719.75311,172,27202,343,172,316.101,1,316.101,17719.75311,"InChI=1S/C11H19NO8/c1-4(10(16)17)19-9-7(12-5(2)14)11(18)20-6(3-13)8(9)15/h4,6-9,11,13,15,18H,3H2,1-2H3,(H,12,14)(H,16,17)/t4-,6-,7-,8-,9-,11+/m1/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""25826"",""main.cluster index_upperinput"":""25826""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=3&task=818684bc2ef44996a6257df861bb9695&show=true,"2,3,4',5-Tetrahydroxystilbene 2-glucoside",0.919578,16.5914,16.5914,0,CCMSLIB00003405898,763.4133153,170,25826,3,170,407.1673,1,407.1673,763.4133153,"InChI=1S/C20H22O9/c21-9-15-16(25)17(26)18(27)20(28-15)29-19-11(7-13(23)8-14(19)24)4-1-10-2-5-12(22)6-3-10/h1-8,15-18,20-27H,9H2/b4-1+/t15-,16-,17+,18-,20+/m1/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""44519"",""main.cluster index_upperinput"":""44519""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=3&task=818684bc2ef44996a6257df861bb9695&show=true,"NCGC00385684-01_C12H16O8_4H-Pyran-4-one, 3-(beta-D-glucopyranosyloxy)-2-methyl-",0.919427,6.6311,6.6311,0,CCMSLIB00000853843,3016.288616,172,44519,3,172,289.1398,1,289.1398,3016.288616,"InChI=1S/C12H16O8/c1-5-11(6(14)2-3-18-5)20-12-10(17)9(16)8(15)7(4-13)19-12/h2-3,7-10,12-13,15-17H,4H2,1H3/t7-,8-,9+,10-,12+/m1/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""529"",""main.cluster index_upperinput"":""529""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=5&task=818684bc2ef44996a6257df861bb9695&show=true,CAFFEATE,0.919318,6.4323,6.4323,0,CCMSLIB00000578059,13572.56049,172,529,5,172,181.0584,1,181.0584,13572.56049,N/A
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""32918"",""main.cluster index_upperinput"":""32918""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=42&task=818684bc2ef44996a6257df861bb9695&show=true,Spectral Match to (-)-Riboflavin from NIST14,0.91903,4.5417,4.5417,0,CCMSLIB00003138317,306.977313,170,32918,42,170,377.1458,1,377.1458,306.977313,N/A
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""95000"",""main.cluster index_upperinput"":""95000""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=42&task=818684bc2ef44996a6257df861bb9695&show=true,Spectral Match to (-)-Riboflavin from NIST14,0.91903,4.5275,4.5275,0,CCMSLIB00003138317,240.7709019,169,95000,42,169,377.1462,1,377.1462,240.7709019,N/A
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""2293"",""main.cluster index_upperinput"":""2293""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=5&task=818684bc2ef44996a6257df861bb9695&show=true,CAFFEATE,0.917924,3.0031,3.0031,0,CCMSLIB00000578059,615.268334,171,2293,5,171,181.0698,1,181.0698,615.268334,N/A
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""31319"",""main.cluster index_upperinput"":""31319""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=814&task=818684bc2ef44996a6257df861bb9695&show=true,Ethyldiethanolamine,0.917836,9.9208,9.9208,0,CCMSLIB00003477462,2606.68344,172,31319,814,172,116.071,1,116.071,2606.68344,"InChI=1S/C6H15NO2/c1-2-6(5-9)7-3-4-8/h6-9H,2-5H2,1H3"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""30704"",""main.cluster index_upperinput"":""30704""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=952&task=818684bc2ef44996a6257df861bb9695&show=true,"1,2-Dioleoyl-sn-glycero-3-phosphoethanolamine",0.916851,4.6129,4.6129,0,CCMSLIB00003268509,47.14723252,82,30704,952,82,766.5363,1,766.5363,47.14723252,"InChI=1S/C41H78NO8P/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-40(43)47-37-39(38-49-51(45,46)48-36-35-42)50-41(44)34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h17-20,39H,3-16,21-38,42H2,1-2H3,(H,45,46)/b19-17-,20-18-/t39-/m1/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""36537"",""main.cluster index_upperinput"":""36537""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=5&task=818684bc2ef44996a6257df861bb9695&show=true,CAFFEATE,0.916573,1.1186,1.1186,0,CCMSLIB00000578059,13765.14152,172,36537,5,172,181.0277,1,181.0277,13765.14152,N/A
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""13136"",""main.cluster index_upperinput"":""13136""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=78&task=818684bc2ef44996a6257df861bb9695&show=true,"Spectral Match to 1,2-Dipalmitoleoyl-sn-glycero-3-phosphoethanolamine from NIST14",0.915352,5.0236,5.0236,0,CCMSLIB00003139099,1332.827618,141,13136,78,141,688.4921,1,688.4921,1332.827618,N/A
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""24496"",""main.cluster index_upperinput"":""24496""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=133&task=818684bc2ef44996a6257df861bb9695&show=true,Val-Arg,0.913262,12.2174,12.2174,0,CCMSLIB00003731363,1790.747976,165,24496,133,165,274.1877,1,274.1877,1790.747976,"InChI=1S/C11H23N5O3/c1-6(2)8(12)9(17)16-7(10(18)19)4-3-5-15-11(13)14/h6-8H,3-5,12H2,1-2H3,(H,16,17)(H,18,19)(H4,13,14,15)/t7-,8-/m0/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""5147"",""main.cluster index_upperinput"":""5147""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1466&task=818684bc2ef44996a6257df861bb9695&show=true,His-Pro,0.912653,3.6233,3.6233,0,CCMSLIB00003213262,4687.764165,172,5147,1466,172,235.119,1,235.119,4687.764165,"InChI=1S/C11H16N4O3/c12-8(4-7-5-13-6-14-7)10(16)15-3-1-2-9(15)11(17)18/h5-6,8-9H,1-4,12H2,(H,13,14)(H,17,18)/t8-,9-/m0/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""226"",""main.cluster index_upperinput"":""226""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=5&task=818684bc2ef44996a6257df861bb9695&show=true,CAFFEATE,0.912392,1.0063,1.0063,0,CCMSLIB00000578059,24564.98928,172,226,5,172,181.0285,1,181.0285,24564.98928,N/A
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""8759"",""main.cluster index_upperinput"":""8759""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=133&task=818684bc2ef44996a6257df861bb9695&show=true,Arg-Gly,0.911678,16.7223,16.7223,0,CCMSLIB00003736750,1347.745651,172,8759,133,172,232.1408,1,232.1408,1347.745651,"InChI=1S/C8H17N5O3/c9-5(2-1-3-12-8(10)11)7(16)13-4-6(14)15/h5H,1-4,9H2,(H,13,16)(H,14,15)(H4,10,11,12)/t5-/m0/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""78710"",""main.cluster index_upperinput"":""78710""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=133&task=818684bc2ef44996a6257df861bb9695&show=true,Arg-Gly,0.911678,16.7211,16.7211,0,CCMSLIB00003736750,1313.673345,172,78710,133,172,232.1408,1,232.1408,1313.673345,"InChI=1S/C8H17N5O3/c9-5(2-1-3-12-8(10)11)7(16)13-4-6(14)15/h5H,1-4,9H2,(H,13,16)(H,14,15)(H4,10,11,12)/t5-/m0/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""12329"",""main.cluster index_upperinput"":""12329""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=133&task=818684bc2ef44996a6257df861bb9695&show=true,Arg-Gly,0.908842,16.8015,16.8015,0,CCMSLIB00003736750,1192.586806,172,12329,133,172,232.1408,1,232.1408,1192.586806,"InChI=1S/C8H17N5O3/c9-5(2-1-3-12-8(10)11)7(16)13-4-6(14)15/h5H,1-4,9H2,(H,13,16)(H,14,15)(H4,10,11,12)/t5-/m0/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""99932"",""main.cluster index_upperinput"":""99932""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=5&task=818684bc2ef44996a6257df861bb9695&show=true,CAFFEATE,0.907545,1.2077,1.2077,0,CCMSLIB00000578059,9043.410161,172,99932,5,172,181.027,1,181.027,9043.410161,N/A
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""16508"",""main.cluster index_upperinput"":""16508""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=142&task=818684bc2ef44996a6257df861bb9695&show=true,Spectral Match to Val-Trp from NIST14,0.907524,6.1801,6.1801,0,CCMSLIB00003136202,950.5145974,171,16508,142,171,304.1663,1,304.1663,950.5145974,N/A
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""1637"",""main.cluster index_upperinput"":""1637""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=651&task=818684bc2ef44996a6257df861bb9695&show=true,N-Acetyl-L-phenylalanine,0.906656,6.4754,6.4754,0,CCMSLIB00003455430,5736.367138,172,1637,651,172,166.0864,1,166.0864,5736.367138,"InChI=1S/C11H13NO3/c1-8(13)12-10(11(14)15)7-9-5-3-2-4-6-9/h2-6,10H,7H2,1H3,(H,12,13)(H,14,15)"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""11675"",""main.cluster index_upperinput"":""11675""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1257&task=818684bc2ef44996a6257df861bb9695&show=true,O-Succinyl-L-homoserine,0.90619,10.8712,10.8712,0,CCMSLIB00003291008,582.9218535,172,11675,1257,172,220.0818,1,220.0818,582.9218535,"InChI=1S/C8H13NO6/c9-5(8(13)14)3-4-15-7(12)2-1-6(10)11/h5H,1-4,9H2,(H,10,11)(H,13,14)"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""172"",""main.cluster index_upperinput"":""172""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=492&task=818684bc2ef44996a6257df861bb9695&show=true,"4-Thiazolidinecarboxylic acid, 2-undecyl-, (4R)-",0.905827,4.421,4.421,0,CCMSLIB00003592376,19349.73697,172,172,492,172,184.2062,1,184.2062,19349.73697,"InChI=1S/C15H29NO2S/c1-2-3-4-5-6-7-8-9-10-11-14-16-13(12-19-14)15(17)18/h13-14,16H,2-12H2,1H3,(H,17,18)/t13-,14?/m0/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""104913"",""main.cluster index_upperinput"":""104913""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=142&task=818684bc2ef44996a6257df861bb9695&show=true,Spectral Match to Phe-Trp from NIST14,0.903756,5.2552,5.2552,0,CCMSLIB00003139311,1553.772225,168,104913,142,168,352.1663,1,352.1663,1553.772225,N/A
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""18333"",""main.cluster index_upperinput"":""18333""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=142&task=818684bc2ef44996a6257df861bb9695&show=true,Spectral Match to Val-Trp from NIST14,0.903433,6.263,6.263,0,CCMSLIB00003136202,999.7318297,171,18333,142,171,304.1662,1,304.1662,999.7318297,N/A
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""796"",""main.cluster index_upperinput"":""796""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=804&task=818684bc2ef44996a6257df861bb9695&show=true,D-Sorbitol,0.902924,1.3902,1.3902,0,CCMSLIB00003645022,350.5674917,172,796,804,172,129.0548,1,129.0548,350.5674917,"InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4+,5-,6-/m1/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=818684bc2ef44996a6257df861bb9695&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""3728"",""main.cluster index_upperinput"":""3728""}",https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=446&task=818684bc2ef44996a6257df861bb9695&show=true,Ile-Lys,0.901531,11.0742,11.0742,0,CCMSLIB00003213323,1168.929322,172,3728,446,172,260.1608,1,260.1608,1168.929322,"InChI=1S/C12H25N3O3/c1-3-8(2)10(14)11(16)15-9(12(17)18)6-4-5-7-13/h8-10H,3-7,13-14H2,1-2H3,(H,15,16)(H,17,18)/t8-,9-,10-/m0/s1"
