GNPSLinkout_Cluster,LibraryID,MQScore,RTConsensus,RTMean,RTStdErr,SpectrumID,SumPeakIntensity,UniqueFileSourcesCount,cluster index,componentindex,number of spectra,parent mass,precursor charge,precursor mass,sum(precursor intensity),INCHI
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""3"",""main.cluster index_upperinput"":""3""}",Erucamide,0.874657,8.4081,8.4081,0,CCMSLIB00003270770,2810317.392,147,3,410,147,338.3409,1,338.3409,2810317.392,"InChI=1S/C22H43NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24/h9-10H,2-8,11-21H2,1H3,(H2,23,24)/b10-9-"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""37492"",""main.cluster index_upperinput"":""37492""}",Spectral Match to Val-Trp from NIST14,0.874644,2.5457,2.5457,0,CCMSLIB00003136202,2841.577413,141,37492,536,141,304.1644,1,304.1644,2841.577413,N/A
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""14515"",""main.cluster index_upperinput"":""14515""}",Spectral Match to Val-Trp from NIST14,0.874602,2.6914,2.6914,0,CCMSLIB00003136202,6127.488871,145,14515,536,145,304.165,1,304.165,6127.488871,N/A
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""2201"",""main.cluster index_upperinput"":""2201""}","Spectral Match to Didodecyl 3,3'-thiodipropionate oxide from NIST14",0.872914,9.0229,9.0229,0,CCMSLIB00003138173,2703.983115,147,2201,1488,147,531.4069,1,531.4069,2703.983115,N/A
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""2106"",""main.cluster index_upperinput"":""2106""}","(1S,3R,4S,5R)-4-{[(2E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy}-1,3,5-trihydroxycyclohexane-1-carboxylic acid",0.872778,6.6733,6.6733,0,CCMSLIB00004715877,7893.764919,147,2106,1131,147,355.0693,1,355.0693,7893.764919,"InChI=1S/C16H18O9/c17-9-3-1-8(5-10(9)18)2-4-13(21)25-14-11(19)6-16(24,15(22)23)7-12(14)20/h1-5,11-12,14,17-20,24H,6-7H2,(H,22,23)/b4-2+/t11-,12-,14-,16+/m1/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""40237"",""main.cluster index_upperinput"":""40237""}",Nicotinamide riboside cation,0.868869,0.3481,0.3481,0,CCMSLIB00003374456,12816.62631,140,40237,-1,140,255.0965,1,255.0965,12816.62631,"InChI=1S/C11H14N2O5/c12-10(17)6-2-1-3-13(4-6)11-9(16)8(15)7(5-14)18-11/h1-4,7-9,11,14-16H,5H2,(H-,12,17)/p+1/t7-,8-,9-,11-/m1/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""107"",""main.cluster index_upperinput"":""107""}",Docosanamide,0.868528,8.7754,8.7754,0,CCMSLIB00003715968,43758.44845,147,107,400,147,340.3568,1,340.3568,43758.44845,"InChI=1S/C22H45NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24/h2-21H2,1H3,(H2,23,24)"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""9196"",""main.cluster index_upperinput"":""9196""}",(3-hydroxypentadecanoyl)lysine,0.86834,5.0548,5.0548,0,CCMSLIB00004679232,35069.51453,147,9196,625,147,387.321,1,387.321,35069.51453, 
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""9339"",""main.cluster index_upperinput"":""9339""}",Putative (3-hydroxytridecanoyl)lysine,0.868252,4.5901,4.5901,0,CCMSLIB00004679235,7954.241233,108,9339,625,108,359.2898,1,359.2898,7954.241233, 
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""458"",""main.cluster index_upperinput"":""458""}",Contaminant vial septum ThermoFisher C5000-44B,0.867238,8.5228,8.5228,0,CCMSLIB00005435822,24047.66985,147,458,82,147,702.2124,1,702.2124,24047.66985, 
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""9173"",""main.cluster index_upperinput"":""9173""}",Burkholdac B,0.866392,4.6942,4.6942,0,CCMSLIB00004679265,505548.5254,125,9173,232,125,548.1911,1,548.1911,505548.5254, 
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""642"",""main.cluster index_upperinput"":""642""}",Contaminant vial septum ThermoFisher C5000-44B,0.865399,8.7951,8.7951,0,CCMSLIB00005435824,11643.72412,147,642,82,147,776.231,1,776.231,11643.72412, 
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""3369"",""main.cluster index_upperinput"":""3369""}",Matairesinol,0.865107,5.8528,5.8528,0,CCMSLIB00003504980,1896.889825,147,3369,381,147,291.1011,1,291.1011,1896.889825,"InChI=1S/C20H22O6/c1-24-18-9-12(3-5-16(18)21)7-14-11-26-20(23)15(14)8-13-4-6-17(22)19(10-13)25-2/h3-6,9-10,14-15,21-22H,7-8,11H2,1-2H3/t14-,15+/m0/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""1262"",""main.cluster index_upperinput"":""1262""}","(1S,3R,4S,5R)-4-{[(2E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy}-1,3,5-trihydroxycyclohexane-1-carboxylic acid",0.864719,8.2311,8.2311,0,CCMSLIB00004715877,15164.82455,147,1262,1131,147,355.0688,1,355.0688,15164.82455,"InChI=1S/C16H18O9/c17-9-3-1-8(5-10(9)18)2-4-13(21)25-14-11(19)6-16(24,15(22)23)7-12(14)20/h1-5,11-12,14,17-20,24H,6-7H2,(H,22,23)/b4-2+/t11-,12-,14-,16+/m1/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""1305"",""main.cluster index_upperinput"":""1305""}","(1S,3R,4S,5R)-4-{[(2E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy}-1,3,5-trihydroxycyclohexane-1-carboxylic acid",0.864401,7.8261,7.8261,0,CCMSLIB00004715877,20448.85854,147,1305,1131,147,355.069,1,355.069,20448.85854,"InChI=1S/C16H18O9/c17-9-3-1-8(5-10(9)18)2-4-13(21)25-14-11(19)6-16(24,15(22)23)7-12(14)20/h1-5,11-12,14,17-20,24H,6-7H2,(H,22,23)/b4-2+/t11-,12-,14-,16+/m1/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""56278"",""main.cluster index_upperinput"":""56278""}",Guaiphenesin,0.86332,3.8305,3.8305,0,CCMSLIB00003315410,2741.292056,147,56278,2498,147,181.1221,1,181.1221,2741.292056,"InChI=1S/C10H14O4/c1-13-9-4-2-3-5-10(9)14-7-8(12)6-11/h2-5,8,11-12H,6-7H2,1H3"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""10902"",""main.cluster index_upperinput"":""10902""}",16-Oxocafestol,0.861913,4.0049,4.0049,0,CCMSLIB00003576515,821.9608317,147,10902,-1,147,147.0803,1,147.0803,821.9608317,"InChI=1S/C19H24O2/c1-18-7-5-16-13(6-9-21-16)14(18)4-8-19-10-12(15(20)11-19)2-3-17(18)19/h6,9,12,14,17H,2-5,7-8,10-11H2,1H3"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""14352"",""main.cluster index_upperinput"":""14352""}",Sesamoside,0.861406,5.465,5.465,0,CCMSLIB00003398184,5215.78208,147,14352,320,147,241.1069,1,241.1069,5215.78208,"InChI=1S/C17H24O12/c1-16-10-15(28-14-9(21)8(20)7(19)6(3-18)27-14)26-4-5(13(23)25-2)17(10,24)11(22)12(16)29-16/h4,6-12,14-15,18-22,24H,3H2,1-2H3/t6-,7-,8+,9-,10-,11-,12+,14+,15+,16-,17+/m1/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""2910"",""main.cluster index_upperinput"":""2910""}",Palmitic acid alkyne,0.860836,6.0352,6.0352,0,CCMSLIB00003440444,1410.212097,147,2910,-1,147,217.1583,1,217.1583,1410.212097,"InChI=1S/C16H28O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h1H,3-15H2,(H,17,18)"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""1083"",""main.cluster index_upperinput"":""1083""}",cis-15-Tetracosenoic acid,0.860431,8.8006,8.8006,0,CCMSLIB00003721950,2191.756427,147,1083,188,147,349.3459,1,349.3459,2191.756427,"InChI=1S/C24H46O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24(25)26/h9-10H,2-8,11-23H2,1H3,(H,25,26)/b10-9-"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""30127"",""main.cluster index_upperinput"":""30127""}",1-Oleoyl-sn-glycero-3-phosphoethanolamine,0.856941,6.2276,6.2276,0,CCMSLIB00003267929,101.487912,58,30127,346,58,502.2896,1,502.2896,101.487912,"InChI=1S/C23H46NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-23(26)29-20-22(25)21-31-32(27,28)30-19-18-24/h9-10,22,25H,2-8,11-21,24H2,1H3,(H,27,28)/b10-9-/t22-/m1/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""24506"",""main.cluster index_upperinput"":""24506""}",Myristoleic acid,0.855582,8.497,8.497,0,CCMSLIB00003478791,2703.705785,147,24506,188,147,209.1896,1,209.1896,2703.705785,"InChI=1S/C14H26O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14(15)16/h5-6H,2-4,7-13H2,1H3,(H,15,16)/b6-5-"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""19738"",""main.cluster index_upperinput"":""19738""}",Spectral Match to N.alpha.-Acetyl-L-lysine from NIST14,0.854668,0.4138,0.4138,0,CCMSLIB00003140102,7621.634993,147,19738,104,147,189.0863,1,189.0863,7621.634993,N/A
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""9216"",""main.cluster index_upperinput"":""9216""}",N-3-Hydroxyoctanoyl-L-homoserine lactone,0.854022,3.6755,3.6755,0,CCMSLIB00003416994,8671.157116,147,9216,164,147,226.1431,1,226.1431,8671.157116,"InChI=1S/C12H21NO4/c1-2-3-4-5-9(14)8-11(15)13-10-6-7-17-12(10)16/h9-10,14H,2-8H2,1H3,(H,13,15)/t9?,10-/m0/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""34484"",""main.cluster index_upperinput"":""34484""}",Spectral Match to Diisodecyl phthalate from NIST14,0.851947,8.9003,8.9003,0,CCMSLIB00003139758,928.3082834,147,34484,1273,147,447.3459,1,447.3459,928.3082834,N/A
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""10363"",""main.cluster index_upperinput"":""10363""}",N-3-Hydroxyoctanoyl-L-homoserine lactone,0.851787,3.2854,3.2854,0,CCMSLIB00003416994,1393.950788,147,10363,164,147,226.143,1,226.143,1393.950788,"InChI=1S/C12H21NO4/c1-2-3-4-5-9(14)8-11(15)13-10-6-7-17-12(10)16/h9-10,14H,2-8H2,1H3,(H,13,15)/t9?,10-/m0/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""2416"",""main.cluster index_upperinput"":""2416""}",trans-Vaccenic acid,0.851676,6.7427,6.7427,0,CCMSLIB00003722055,2695.278684,147,2416,683,147,283.2245,1,283.2245,2695.278684,"InChI=1S/C18H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h7-8H,2-6,9-17H2,1H3,(H,19,20)/b8-7+"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""3171"",""main.cluster index_upperinput"":""3171""}",1-Palmitoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine,0.851134,6.1179,6.1179,0,CCMSLIB00003269305,2434.469688,147,3171,-1,147,454.292,1,454.292,2434.469688,"InChI=1S/C21H44NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-21(24)27-18-20(23)19-29-30(25,26)28-17-16-22/h20,23H,2-19,22H2,1H3,(H,25,26)/t20-/m1/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""10015"",""main.cluster index_upperinput"":""10015""}",cis-2-Decenoic acid,0.850682,4.2483,4.2483,0,CCMSLIB00003437336,4423.357694,147,10015,188,147,153.1272,1,153.1272,4423.357694,"InChI=1S/C10H18O2/c1-2-3-4-5-6-7-8-9-10(11)12/h8-9H,2-7H2,1H3,(H,11,12)/b9-8-"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""10834"",""main.cluster index_upperinput"":""10834""}",Myristoleic acid,0.849281,8.3102,8.3102,0,CCMSLIB00003234063,16542.40401,147,10834,188,147,227.2001,1,227.2001,16542.40401,"InChI=1S/C14H26O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14(15)16/h5-6H,2-4,7-13H2,1H3,(H,15,16)/b6-5-"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""44256"",""main.cluster index_upperinput"":""44256""}","(1S,3R,4S,5R)-4-{[(2E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy}-1,3,5-trihydroxycyclohexane-1-carboxylic acid",0.848959,8.626,8.626,0,CCMSLIB00004715877,15796.81859,147,44256,1131,147,355.0688,1,355.0688,15796.81859,"InChI=1S/C16H18O9/c17-9-3-1-8(5-10(9)18)2-4-13(21)25-14-11(19)6-16(24,15(22)23)7-12(14)20/h1-5,11-12,14,17-20,24H,6-7H2,(H,22,23)/b4-2+/t11-,12-,14-,16+/m1/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""28324"",""main.cluster index_upperinput"":""28324""}",Myristoleic acid,0.848728,7.4101,7.4101,0,CCMSLIB00003478793,677.5796695,147,28324,188,147,209.1897,1,209.1897,677.5796695,"InChI=1S/C14H26O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14(15)16/h5-6H,2-4,7-13H2,1H3,(H,15,16)/b6-5-"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""7"",""main.cluster index_upperinput"":""7""}","NCGC00180384-03_C22H32O6_(1S,2R,4aR,8aR)-1-Acetoxy-7-isopropylidene-1,4a-dimethyl-6-oxodecahydro-2-naphthalenyl 2,3-dimethyl-2-oxiranecarboxylate",0.848622,5.5552,5.5552,0,CCMSLIB00000855806,608982.7346,147,7,204,147,415.2105,1,415.2105,608982.7346,"InChI=1S/C22H32O6/c1-12(2)15-10-17-20(5,11-16(15)24)9-8-18(22(17,7)28-14(4)23)26-19(25)21(6)13(3)27-21/h13,17-18H,8-11H2,1-7H3/t13?,17-,18-,20-,21?,22+/m1/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""19806"",""main.cluster index_upperinput"":""19806""}",(+)-Blebbistatin,0.843884,3.3673,3.3673,0,CCMSLIB00003426058,3599.701184,147,19806,36,147,146.0598,1,146.0598,3599.701184,"InChI=1S/C18H16N2O2/c1-12-7-8-15-14(11-12)16(21)18(22)9-10-20(17(18)19-15)13-5-3-2-4-6-13/h2-8,11,22H,9-10H2,1H3/t18-/m0/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""593"",""main.cluster index_upperinput"":""593""}","N,N-Dimethyldodecylamine N-oxide",0.840659,4.6526,4.6526,0,CCMSLIB00000579701,7591.999273,147,593,1090,147,230.2475,1,230.2475,7591.999273,"InChI=1S/C14H31NO/c1-4-5-6-7-8-9-10-11-12-13-14-15(2,3)16/h4-14H2,1-3H3"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""13837"",""main.cluster index_upperinput"":""13837""}",Yersiniabactin,0.840109,3.5754,3.5754,0,CCMSLIB00005435756,9546.94879,121,13837,49,121,482.1228,1,482.1228,9546.94879, 
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""993"",""main.cluster index_upperinput"":""993""}",1-Stearoyl-rac-glycerol,0.839148,8.048,8.048,0,CCMSLIB00003480677,5432.607662,147,993,1962,147,341.3044,1,341.3044,5432.607662,"InChI=1S/C21H42O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-21(24)25-19-20(23)18-22/h20,22-23H,2-19H2,1H3"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""13"",""main.cluster index_upperinput"":""13""}",Oleamide,0.838872,7.4837,7.4837,0,CCMSLIB00003308633,569684.7236,147,13,410,147,282.2787,1,282.2787,569684.7236,"InChI=1S/C18H35NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h9-10H,2-8,11-17H2,1H3,(H2,19,20)/b10-9-"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""19576"",""main.cluster index_upperinput"":""19576""}",N-Acetylmuramic Acid,0.838289,0.8131,0.8131,0,CCMSLIB00004720651,19849.30639,144,19576,122,144,316.0995,1,316.0995,19849.30639,"InChI=1S/C11H19NO8/c1-4(10(16)17)19-9-7(12-5(2)14)11(18)20-6(3-13)8(9)15/h4,6-9,11,13,15,18H,3H2,1-2H3,(H,12,14)(H,16,17)/t4-,6-,7-,8-,9-,11+/m1/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""26540"",""main.cluster index_upperinput"":""26540""}",N-Acetylmuramic Acid,0.838289,0.8182,0.8182,0,CCMSLIB00004720651,19781.17327,144,26540,122,144,316.0995,1,316.0995,19781.17327,"InChI=1S/C11H19NO8/c1-4(10(16)17)19-9-7(12-5(2)14)11(18)20-6(3-13)8(9)15/h4,6-9,11,13,15,18H,3H2,1-2H3,(H,12,14)(H,16,17)/t4-,6-,7-,8-,9-,11+/m1/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""25088"",""main.cluster index_upperinput"":""25088""}",Spectral Match to Myristoleic acid from NIST14,0.838001,7.829,7.829,0,CCMSLIB00003136910,1013.998743,147,25088,188,147,227.2001,1,227.2001,1013.998743,N/A
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""100486"",""main.cluster index_upperinput"":""100486""}",Palmitic acid alkyne,0.836851,6.5106,6.5106,0,CCMSLIB00003440420,1968.331914,147,100486,-1,147,235.2053,1,235.2053,1968.331914,"InChI=1S/C16H28O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h1H,3-15H2,(H,17,18)"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""9613"",""main.cluster index_upperinput"":""9613""}",Pro-Leu-Arg,0.83684,2.1407,2.1407,0,CCMSLIB00003217966,12694.17891,147,9613,1499,147,193.1313,1,193.1313,12694.17891,"InChI=1S/C17H32N6O4/c1-10(2)9-13(23-14(24)11-5-3-7-20-11)15(25)22-12(16(26)27)6-4-8-21-17(18)19/h10-13,20H,3-9H2,1-2H3,(H,22,25)(H,23,24)(H,26,27)(H4,18,19,21)"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""21379"",""main.cluster index_upperinput"":""21379""}",3-Hydroxycarbofuran,0.829538,4.6715,4.6715,0,CCMSLIB00003636813,4105.673676,147,21379,642,147,181.122,1,181.122,4105.673676,"InChI=1S/C12H15NO4/c1-12(2)10(14)7-5-4-6-8(9(7)17-12)16-11(15)13-3/h4-6,10,14H,1-3H3,(H,13,15)"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""1720"",""main.cluster index_upperinput"":""1720""}",Totarol,0.829486,5.3445,5.3445,0,CCMSLIB00003625743,4323.870282,147,1720,1689,147,149.1323,1,149.1323,4323.870282,"InChI=1S/C20H30O/c1-13(2)18-14-7-10-17-19(3,4)11-6-12-20(17,5)15(14)8-9-16(18)21/h8-9,13,17,21H,6-7,10-12H2,1-5H3/t17-,20+/m0/s1"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""2139"",""main.cluster index_upperinput"":""2139""}",Docosatrienoic acid,0.82901,7.2268,7.2268,0,CCMSLIB00003354271,1092.146113,147,2139,-1,147,335.2929,1,335.2929,1092.146113,"InChI=1S/C22H38O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24/h3-4,6-7,9-10H,2,5,8,11-21H2,1H3,(H,23,24)/b4-3-,7-6-,10-9-"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""9496"",""main.cluster index_upperinput"":""9496""}",MassbankEU:SM878901 N-Butylbenzenesulfonamide,0.826406,4.8287,4.8287,0,CCMSLIB00000842040,12129.97154,147,9496,275,147,214.0894,1,214.0894,12129.97154,"1S/C10H15NO2S/c1-2-3-9-11-14(12,13)10-7-5-4-6-8-10/h4-8,11H,2-3,9H2,1H3"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""16292"",""main.cluster index_upperinput"":""16292""}",Val-Ile-Arg,0.82563,2.3703,2.3703,0,CCMSLIB00003219431,1166.051789,143,16292,1499,143,194.1392,1,194.1392,1166.051789,"InChI=1S/C17H34N6O4/c1-5-10(4)13(23-14(24)12(18)9(2)3)15(25)22-11(16(26)27)7-6-8-21-17(19)20/h9-13H,5-8,18H2,1-4H3,(H,22,25)(H,23,24)(H,26,27)(H4,19,20,21)"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""15870"",""main.cluster index_upperinput"":""15870""}",Oleamide,0.825358,8.3543,8.3543,0,CCMSLIB00003308633,9129.419082,147,15870,410,147,282.2786,1,282.2786,9129.419082,"InChI=1S/C18H35NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h9-10H,2-8,11-17H2,1H3,(H2,19,20)/b10-9-"
"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a0b276be09fc49fea6e80e2092315884&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""24534"",""main.cluster index_upperinput"":""24534""}",cis-9-Hexadecenoic acid,0.822492,8.5766,8.5766,0,CCMSLIB00003251861,1887.070055,147,24534,188,147,255.2312,1,255.2312,1887.070055,"InChI=1S/C16H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h7-8H,2-6,9-15H2,1H3,(H,17,18)/b8-7-"
